Calendar Year,Payer,Delivery System,Grouper,Birth Characteristic, Number of Births 
2020,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Birthweight >=1,500g",38806
2020,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,Unknown Birthweight,18
2020,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",467
2020,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Birthweight >=1,500g",185244
2020,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,Unknown Birthweight,19
2020,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1708
2020,Medi-Cal,Fee-For-Service,Very Preterm Status,Gestation >=32 Weeks,57709
2020,Medi-Cal,Fee-For-Service,Very Preterm Status,Unknown Gestation,1665
2020,Medi-Cal,Fee-For-Service,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1101
2020,Medi-Cal,Managed Care,Very Preterm Status,Gestation >=32 Weeks,120721
2020,Medi-Cal,Managed Care,Very Preterm Status,Unknown Gestation,4200
2020,Medi-Cal,Managed Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1903
2020,Non-Medi-Cal,Other Coverage,Very Preterm Status,Gestation >=32 Weeks,37417
2020,Non-Medi-Cal,Other Coverage,Very Preterm Status,Unknown Gestation,1307
2020,Non-Medi-Cal,Other Coverage,Very Preterm Status,Very Preterm Delivery (<32 Weeks),567
2020,Non-Medi-Cal,Private Insurance,Very Preterm Status,Gestation >=32 Weeks,179181
2020,Non-Medi-Cal,Private Insurance,Very Preterm Status,Unknown Gestation,5742
2020,Non-Medi-Cal,Private Insurance,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2048
2021,Medi-Cal,Fee-For-Service,Birthweight Range,Low Birthweight,3777
2021,Medi-Cal,Fee-For-Service,Birthweight Range,Normal Birthweight,43962
2021,Medi-Cal,Fee-For-Service,Birthweight Range,Unknown Birthweight,12
2021,Medi-Cal,Managed Care,Birthweight Range,Low Birthweight,9929
2021,Medi-Cal,Managed Care,Birthweight Range,Normal Birthweight,122758
2021,Medi-Cal,Managed Care,Birthweight Range,Unknown Birthweight,22
2021,Non-Medi-Cal,Other Coverage,Birthweight Range,Low Birthweight,3284
2021,Non-Medi-Cal,Other Coverage,Birthweight Range,Normal Birthweight,37119
2021,Non-Medi-Cal,Other Coverage,Birthweight Range,Unknown Birthweight,11
2021,Non-Medi-Cal,Private Insurance,Birthweight Range,Low Birthweight,13183
2021,Non-Medi-Cal,Private Insurance,Birthweight Range,Normal Birthweight,179045
2021,Non-Medi-Cal,Private Insurance,Birthweight Range,Unknown Birthweight,32
2021,Medi-Cal,Fee-For-Service,Length of Gestation,Normal Gestation (>=37 Weeks),40479
2021,Medi-Cal,Fee-For-Service,Length of Gestation,Preterm Delivery (<37 Weeks),5562
2021,Medi-Cal,Fee-For-Service,Length of Gestation,Unknown Gestation,1710
2021,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),112903
2021,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),14602
2021,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,5204
2021,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),33501
2021,Non-Medi-Cal,Other Coverage,Length of Gestation,Preterm Delivery (<37 Weeks),4662
2021,Non-Medi-Cal,Other Coverage,Length of Gestation,Unknown Gestation,2251
2021,Non-Medi-Cal,Private Insurance,Length of Gestation,Normal Gestation (>=37 Weeks),168826
2021,Non-Medi-Cal,Private Insurance,Length of Gestation,Preterm Delivery (<37 Weeks),17390
2021,Non-Medi-Cal,Private Insurance,Length of Gestation,Unknown Gestation,6044
2021,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 17 and Younger,465
2021,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 18-19,1335
2021,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 20-24,7374
2021,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 25-29,13276
2021,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 30-34,13591
2021,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 35 and Older,11710
2021,Medi-Cal,Fee-For-Service,Maternal Age Group,Invalid Age,0
2021,Medi-Cal,Managed Care,Maternal Age Group,Ages 17 and Younger,1863
2021,Medi-Cal,Managed Care,Maternal Age Group,Ages 18-19,5828
2021,Medi-Cal,Managed Care,Maternal Age Group,Ages 20-24,32108
2021,Medi-Cal,Managed Care,Maternal Age Group,Ages 25-29,42125
2021,Medi-Cal,Managed Care,Maternal Age Group,Ages 30-34,31702
2021,Medi-Cal,Managed Care,Maternal Age Group,Ages 35 and Older,19083
2021,Medi-Cal,Managed Care,Maternal Age Group,Invalid Age,0
2021,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 17 and Younger,529
2021,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 18-19,1572
2021,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 20-24,8668
2021,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 25-29,11167
2021,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 30-34,10733
2021,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 35 and Older,7742
2021,Non-Medi-Cal,Other Coverage,Maternal Age Group,Invalid Age,3
2021,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 17 and Younger,174
2021,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 18-19,740
2021,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 20-24,9854
2021,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 25-29,36968
2021,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 30-34,76949
2021,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 35 and Older,67573
2021,Non-Medi-Cal,Private Insurance,Maternal Age Group,Invalid Age,2
2021,Medi-Cal,Fee-For-Service,Maternal Education Status,Bachelor's Degree or Higher,4862
2021,Medi-Cal,Fee-For-Service,Maternal Education Status,High School Graduate,14684
2021,Medi-Cal,Fee-For-Service,Maternal Education Status,Less Than High School,13440
2021,Medi-Cal,Fee-For-Service,Maternal Education Status,Some College or Associate's Degree,11076
2021,Medi-Cal,Fee-For-Service,Maternal Education Status,Unknown Education,3689
2021,Medi-Cal,Managed Care,Maternal Education Status,Bachelor's Degree or Higher,13156
2021,Medi-Cal,Managed Care,Maternal Education Status,High School Graduate,50320
2021,Medi-Cal,Managed Care,Maternal Education Status,Less Than High School,18741
2021,Medi-Cal,Managed Care,Maternal Education Status,Some College or Associate's Degree,41112
2021,Medi-Cal,Managed Care,Maternal Education Status,Unknown Education,9380
2021,Non-Medi-Cal,Other Coverage,Maternal Education Status,Bachelor's Degree or Higher,9089
2021,Non-Medi-Cal,Other Coverage,Maternal Education Status,High School Graduate,11702
2021,Non-Medi-Cal,Other Coverage,Maternal Education Status,Less Than High School,5636
2021,Non-Medi-Cal,Other Coverage,Maternal Education Status,Some College or Associate's Degree,10384
2021,Non-Medi-Cal,Other Coverage,Maternal Education Status,Unknown Education,3603
2021,Non-Medi-Cal,Private Insurance,Maternal Education Status,Bachelor's Degree or Higher,113843
2021,Non-Medi-Cal,Private Insurance,Maternal Education Status,High School Graduate,21355
2021,Non-Medi-Cal,Private Insurance,Maternal Education Status,Less Than High School,1934
2021,Non-Medi-Cal,Private Insurance,Maternal Education Status,Some College or Associate's Degree,41144
2021,Non-Medi-Cal,Private Insurance,Maternal Education Status,Unknown Education,13984
2021,Medi-Cal,Fee-For-Service,Maternal Nativity,Foreign-Born,27806
2021,Medi-Cal,Fee-For-Service,Maternal Nativity,U.S.-Born,19860
2021,Medi-Cal,Fee-For-Service,Maternal Nativity,Unknown Nativity,85
2021,Medi-Cal,Managed Care,Maternal Nativity,Foreign-Born,34543
2021,Medi-Cal,Managed Care,Maternal Nativity,U.S.-Born,97940
2021,Medi-Cal,Managed Care,Maternal Nativity,Unknown Nativity,226
2021,Non-Medi-Cal,Other Coverage,Maternal Nativity,Foreign-Born,14279
2021,Non-Medi-Cal,Other Coverage,Maternal Nativity,U.S.-Born,26020
2021,Non-Medi-Cal,Other Coverage,Maternal Nativity,Unknown Nativity,115
2021,Non-Medi-Cal,Private Insurance,Maternal Nativity,Foreign-Born,53284
2021,Non-Medi-Cal,Private Insurance,Maternal Nativity,U.S.-Born,138730
2021,Non-Medi-Cal,Private Insurance,Maternal Nativity,Unknown Nativity,246
2021,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,African-American,1958
2021,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,American Indian/Alaska Native,137
2021,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Asian,2534
2021,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,181
2021,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Hispanic,35301
2021,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Other/Unknown Race,1487
2021,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,Two or More Race Categories,739
2021,Medi-Cal,Fee-For-Service,Maternal Race/Ethnicity,White,5414
2021,Medi-Cal,Managed Care,Maternal Race/Ethnicity,African-American,10071
2021,Medi-Cal,Managed Care,Maternal Race/Ethnicity,American Indian/Alaska Native,584
2021,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Asian,8590
2021,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,620
2021,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hispanic,82269
2021,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Other/Unknown Race,4664
2021,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Two or More Race Categories,3191
2021,Medi-Cal,Managed Care,Maternal Race/Ethnicity,White,22720
2021,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,African-American,2746
2021,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,American Indian/Alaska Native,205
2021,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Asian,3881
2021,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,168
2021,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hispanic,20599
2021,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Other/Unknown Race,2012
2021,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Two or More Race Categories,1076
2021,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,White,9727
2021,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,African-American,5810
2021,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,American Indian/Alaska Native,315
2021,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Asian,39762
2021,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,605
2021,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hispanic,55770
2021,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Other/Unknown Race,10816
2021,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Two or More Race Categories,5702
2021,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,White,73480
2021,Medi-Cal,Fee-For-Service,Method of Delivery,Cesarean-Primary,7603
2021,Medi-Cal,Fee-For-Service,Method of Delivery,Cesarean-Repeat,7874
2021,Medi-Cal,Fee-For-Service,Method of Delivery,Vaginal,31121
2021,Medi-Cal,Fee-For-Service,Method of Delivery,Vaginal After Previous Cesarean,1153
2021,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Primary,19524
2021,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Repeat,20881
2021,Medi-Cal,Managed Care,Method of Delivery,Vaginal,89601
2021,Medi-Cal,Managed Care,Method of Delivery,Vaginal After Previous Cesarean,2703
2021,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Primary,6628
2021,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Repeat,5521
2021,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal,27558
2021,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal After Previous Cesarean,707
2021,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Primary,37890
2021,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Repeat,23034
2021,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal,127691
2021,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal After Previous Cesarean,3645
2021,Medi-Cal,Fee-For-Service,Parity Status,First-Born,15761
2021,Medi-Cal,Fee-For-Service,Parity Status,One Previous Birth,12767
2021,Medi-Cal,Fee-For-Service,Parity Status,Two or More Previous Births,19216
2021,Medi-Cal,Fee-For-Service,Parity Status,Unknown Parity,7
2021,Medi-Cal,Managed Care,Parity Status,First-Born,43669
2021,Medi-Cal,Managed Care,Parity Status,One Previous Birth,40844
2021,Medi-Cal,Managed Care,Parity Status,Two or More Previous Births,48165
2021,Medi-Cal,Managed Care,Parity Status,Unknown Parity,31
2021,Non-Medi-Cal,Other Coverage,Parity Status,First-Born,16543
2021,Non-Medi-Cal,Other Coverage,Parity Status,One Previous Birth,12289
2021,Non-Medi-Cal,Other Coverage,Parity Status,Two or More Previous Births,11566
2021,Non-Medi-Cal,Other Coverage,Parity Status,Unknown Parity,16
2021,Non-Medi-Cal,Private Insurance,Parity Status,First-Born,90777
2021,Non-Medi-Cal,Private Insurance,Parity Status,One Previous Birth,67066
2021,Non-Medi-Cal,Private Insurance,Parity Status,Two or More Previous Births,34401
2021,Non-Medi-Cal,Private Insurance,Parity Status,Unknown Parity,16
2021,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,First Trimester Initiation,38360
2021,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,No Prenatal Care,659
2021,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Second Trimester Initiation,5890
2021,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Third Trimester Initiation,1715
2021,Medi-Cal,Fee-For-Service,Prenatal Care Initiation,Unknown Prenatal Care,1127
2021,Medi-Cal,Managed Care,Prenatal Care Initiation,First Trimester Initiation,109033
2021,Medi-Cal,Managed Care,Prenatal Care Initiation,No Prenatal Care,1499
2021,Medi-Cal,Managed Care,Prenatal Care Initiation,Second Trimester Initiation,15646
2021,Medi-Cal,Managed Care,Prenatal Care Initiation,Third Trimester Initiation,3084
2021,Medi-Cal,Managed Care,Prenatal Care Initiation,Unknown Prenatal Care,3447
2021,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,First Trimester Initiation,32312
2021,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,No Prenatal Care,993
2021,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Second Trimester Initiation,4387
2021,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Third Trimester Initiation,1209
2021,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Unknown Prenatal Care,1513
2021,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,First Trimester Initiation,179735
2021,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,No Prenatal Care,149
2021,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Second Trimester Initiation,8688
2021,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Third Trimester Initiation,1264
2021,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Unknown Prenatal Care,2424
2021,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Normal Weight,14587
2021,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,30598
2021,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Underweight,1013
2021,Medi-Cal,Fee-For-Service,Pre-Pregnancy Weight,Unknown Weight,1553
2021,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Normal Weight,41450
2021,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,84017
2021,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Underweight,3357
2021,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Unknown Weight,3885
2021,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Normal Weight,15901
2021,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,22020
2021,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Underweight,1130
2021,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Unknown Weight,1363
2021,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Normal Weight,90696
2021,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,93059
2021,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Underweight,5219
2021,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Unknown Weight,3286
2021,Medi-Cal,Fee-For-Service,Single/Multiple Birth,Multiple Birth,1242
2021,Medi-Cal,Fee-For-Service,Single/Multiple Birth,Singleton Birth,46509
2021,Medi-Cal,Managed Care,Single/Multiple Birth,Multiple Birth,3625
2021,Medi-Cal,Managed Care,Single/Multiple Birth,Singleton Birth,129084
2021,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Multiple Birth,1132
2021,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Singleton Birth,39282
2021,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Multiple Birth,6070
2021,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Singleton Birth,186190
2021,Medi-Cal,Fee-For-Service,Smoking Status,Maternal Non-Smoker,47083
2021,Medi-Cal,Fee-For-Service,Smoking Status,Maternal Smoker,530
2021,Medi-Cal,Fee-For-Service,Smoking Status,Unknown Smoking Status,138
2021,Medi-Cal,Managed Care,Smoking Status,Maternal Non-Smoker,129648
2021,Medi-Cal,Managed Care,Smoking Status,Maternal Smoker,2638
2021,Medi-Cal,Managed Care,Smoking Status,Unknown Smoking Status,423
2021,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Non-Smoker,39207
2021,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Smoker,905
2021,Non-Medi-Cal,Other Coverage,Smoking Status,Unknown Smoking Status,302
2021,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Non-Smoker,191518
2021,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Smoker,588
2021,Non-Medi-Cal,Private Insurance,Smoking Status,Unknown Smoking Status,154
2021,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,"Birthweight >=1,500g",47089
2021,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,Unknown Birthweight,12
2021,Medi-Cal,Fee-For-Service,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",650
2021,Medi-Cal,Managed Care,Very Low Birthweight Status,"Birthweight >=1,500g",131106
2021,Medi-Cal,Managed Care,Very Low Birthweight Status,Unknown Birthweight,22
2021,Medi-Cal,Managed Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1581
2021,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Birthweight >=1,500g",39817
2021,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,Unknown Birthweight,11
2021,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",586
2021,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Birthweight >=1,500g",190355
2021,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,Unknown Birthweight,32
2021,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1873
2021,Medi-Cal,Fee-For-Service,Very Preterm Status,Gestation >=32 Weeks,45194
2021,Medi-Cal,Fee-For-Service,Very Preterm Status,Unknown Gestation,1710
2021,Medi-Cal,Fee-For-Service,Very Preterm Status,Very Preterm Delivery (<32 Weeks),847
2021,Medi-Cal,Managed Care,Very Preterm Status,Gestation >=32 Weeks,125470
2021,Medi-Cal,Managed Care,Very Preterm Status,Unknown Gestation,5204
2021,Medi-Cal,Managed Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2035
2021,Non-Medi-Cal,Other Coverage,Very Preterm Status,Gestation >=32 Weeks,37423
2021,Non-Medi-Cal,Other Coverage,Very Preterm Status,Unknown Gestation,2251
2021,Non-Medi-Cal,Other Coverage,Very Preterm Status,Very Preterm Delivery (<32 Weeks),740
2021,Non-Medi-Cal,Private Insurance,Very Preterm Status,Gestation >=32 Weeks,183974
2021,Non-Medi-Cal,Private Insurance,Very Preterm Status,Unknown Gestation,6044
