Calendar Year,Payer,Method of Delivery,Grouper,Birth Characteristic, Number of Births 
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,2
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,23253
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,5145
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,1028
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,9083
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,3040
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,13497
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,27974
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,78
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,1723
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,78
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,8690
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,131
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,12198
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,2447
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,1154
2020,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,15128
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,7
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,35
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,842
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,3895
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,10042
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,13591
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,1
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,13843
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,4283
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,1244
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,6984
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,2059
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,10191
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,18164
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,58
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,1126
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,69
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,5519
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,126
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,9828
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,1466
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,688
2020,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,9591
2020,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,964
2020,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,1974
2020,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,13646
2020,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,34887
2020,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,57986
2020,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,42691
2020,Non-Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,8
2020,Non-Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,80834
2020,Non-Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,21758
2020,Non-Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,5297
2020,Non-Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,33914
2020,Non-Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,10353
2020,Non-Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,46653
2020,Non-Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,105275
2020,Non-Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,228
2020,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,4473
2020,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,313
2020,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,31146
2020,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,509
2020,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,47857
2020,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,7907
2020,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,4272
2020,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,55679
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,1
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,6
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,172
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,730
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1580
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,1655
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,2177
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,544
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,174
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,940
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,309
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1482
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,2659
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,3
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,150
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,8
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,817
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,28
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,1383
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,224
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,121
2020,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,1413
2021,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,294
2021,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,1156
2021,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,6246
2021,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,7851
2021,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,6476
2021,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,5104
2021,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2021,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,3316
2021,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,9459
2021,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,3930
2021,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,8284
2021,Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,2138
2021,Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,8697
2021,Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,18380
2021,Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,50
2021,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,2179
2021,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,107
2021,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,1728
2021,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,142
2021,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,16627
2021,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,1063
2021,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,681
2021,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,4600
2021,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,19
2021,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,146
2021,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,2907
2021,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,8243
2021,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,9612
2021,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,7828
2021,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2021,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,2435
2021,Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,10050
2021,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,5989
2021,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,8222
2021,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,2059
2021,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,11418
2021,Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,17282
2021,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,55
2021,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,2195
2021,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,134
2021,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,1603
2021,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,144
2021,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,18795
2021,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,955
2021,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,562
2021,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,4367
2021,Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,2013
2021,Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,5826
2021,Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,29845
2021,Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,38113
2021,Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,27949
2021,Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,16976
2021,Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,0
2021,Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,11871
2021,Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,44306
2021,Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,21299
2021,Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,34642
2021,Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,8604
2021,Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,40444
2021,Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,80080
2021,Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,198
2021,Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,7374
2021,Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,466
2021,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,7524
2021,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,493
2021,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,79611
2021,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,4024
2021,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,2605
2021,Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,18625
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,2
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,35
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,484
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,1194
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1256
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,885
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,396
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,1189
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,963
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,1040
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,268
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1790
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,2058
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,8
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,281
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,14
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,269
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,22
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,2537
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,109
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,82
2021,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,542
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,108
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,343
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,3135
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,8692
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,16302
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,15937
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,1
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,24648
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,5558
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,1046
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,9665
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,3601
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,13185
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,31258
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,75
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,1985
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,86
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,8540
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,145
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,13962
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,2721
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,1362
2021,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,15717
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,1
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,29
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,903
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,3804
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,10001
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,13817
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,13735
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,4289
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,1281
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,7039
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,2211
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,9134
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,19369
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,52
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,1302
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,76
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,5012
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,125
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,10184
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,1560
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,708
2021,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,9588
2021,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,594
2021,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,1931
2021,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,14316
2021,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,34912
2021,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,59765
2021,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,43727
2021,Non-Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,4
2021,Non-Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,82245
2021,Non-Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,22616
2021,Non-Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,5058
2021,Non-Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,33877
2021,Non-Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,11453
2021,Non-Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,43851
2021,Non-Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,111171
2021,Non-Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,227
2021,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,5038
2021,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,353
2021,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,29290
2021,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,481
2021,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,50797
2021,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,8304
2021,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,4600
2021,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,56386
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,0
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,9
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,168
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,727
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1614
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,1834
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,2304
2021,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,594
