Calendar Year,Payer,Birthweight Range,Grouper,Birth Characteristic,Number of Births
2020,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,5253
2020,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,5324
2020,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,2
2020,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,7415
2020,Non-Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,2148
2020,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,609
2020,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,3283
2020,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,1329
2020,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,5014
2020,Non-Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,9725
2020,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,45
2020,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,804
2020,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,40
2020,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,3558
2020,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,43
2020,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,4551
2020,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,1032
2020,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,392
2020,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,4364
2020,Non-Medi-Cal,Low Birthweight,Parity Status,First-Born,7328
2020,Non-Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,4409
2020,Non-Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,3043
2020,Non-Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,4
2020,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,6556
2020,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,7305
2020,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,571
2020,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,352
2020,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,3648
2020,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,11136
2020,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,14582
2020,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,133
2020,Non-Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,69
2020,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,1050
2020,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,2187
2020,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,16429
2020,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,44985
2020,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,79557
2020,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,67224
2020,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,9
2020,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,112680
2020,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,29576
2020,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,7132
2020,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,47629
2020,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,14424
2020,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,66791
2020,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,144329
2020,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,321
2020,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,6660
2020,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,428
2020,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,42611
2020,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,751
2020,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,66702
2020,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,11006
2020,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,5842
2020,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,77441
2020,Non-Medi-Cal,Normal Birthweight,Parity Status,First-Born,97685
2020,Non-Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,72773
2020,Non-Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,40969
2020,Non-Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,14
2020,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,100474
2020,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,101172
2020,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,6205
2020,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,3590
2020,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,3509
2020,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,207932
2020,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,209970
2020,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,1106
2020,Non-Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,365
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,0
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,3
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,8
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,16
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,9
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,12
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,6
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,2
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,9
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,8
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,18
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,18
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,1
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,8
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,3
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,13
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,6
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,1
2020,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,6
2020,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,22
2020,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,6
2020,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,9
2020,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2020,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,13
2020,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,18
2020,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,2
2020,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,4
2020,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,9
2020,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,28
2020,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,35
2020,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2020,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,2
2021,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,208
2021,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,571
2021,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,2815
2021,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,3686
2021,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,3533
2021,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,2893
2021,Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,0
2021,Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,1217
2021,Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,4841
2021,Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,2436
2021,Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,3929
2021,Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,1283
2021,Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,4315
2021,Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,9356
2021,Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,35
2021,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,1558
2021,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,50
2021,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,917
2021,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,64
2021,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,8231
2021,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,629
2021,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,358
2021,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,1899
2021,Medi-Cal,Low Birthweight,Parity Status,First-Born,4859
2021,Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,3579
2021,Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,5267
2021,Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,1
2021,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,4507
2021,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,8165
2021,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,503
2021,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,531
2021,Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,2733
2021,Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,10973
2021,Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,13253
2021,Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,371
2021,Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,82
2021,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,2120
2021,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,6591
2021,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,36661
2021,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,51703
2021,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,41750
2021,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,27895
2021,Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,0
2021,Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,16798
2021,Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,60152
2021,Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,29742
2021,Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,48254
2021,Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,11774
2021,Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,58016
2021,Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,108429
2021,Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,275
2021,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,10469
2021,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,671
2021,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,10206
2021,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,737
2021,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,109315
2021,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,5517
2021,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,3572
2021,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,26233
2021,Medi-Cal,Normal Birthweight,Parity Status,First-Born,54558
2021,Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,50022
2021,Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,62103
2021,Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,37
2021,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,51523
2021,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,106427
2021,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,3867
2021,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,4903
2021,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,2125
2021,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,164595
2021,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,163445
2021,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,2797
2021,Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,478
2021,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2021,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,1
2021,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,6
2021,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,12
2021,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,10
2021,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,5
2021,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2021,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,3
2021,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,11
2021,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,3
2021,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,5
2021,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,12
2021,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,18
2021,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,15
2021,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,1
2021,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,2
2021,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2021,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,1
2021,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2021,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,24
2021,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,5
2021,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2021,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,2
2021,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,13
2021,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,10
2021,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,11
2021,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2021,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,7
2021,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,23
2021,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2021,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,4
2021,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,9
2021,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,25
2021,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,33
2021,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2021,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,1
2021,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,58
2021,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,186
2021,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,1296
2021,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,3042
2021,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,5931
2021,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,5953
2021,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,1
2021,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8111
2021,Non-Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,2422
2021,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,676
2021,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,3612
2021,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,1646
2021,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,5194
2021,Non-Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,11235
2021,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,38
2021,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,1007
2021,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,30
2021,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,3804
2021,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,67
2021,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,5294
2021,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,1189
2021,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,516
2021,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,4560
2021,Non-Medi-Cal,Low Birthweight,Parity Status,First-Born,8122
2021,Non-Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,4926
2021,Non-Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,3413
2021,Non-Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,6
2021,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,7141
2021,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,8214
2021,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,620
2021,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,492
2021,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,3888
2021,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,12579
2021,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,16182
2021,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,206
2021,Non-Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,79
2021,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,645
2021,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,2126
2021,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,17219
2021,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,45085
