Calendar Year,Aid Category,Grouper ,Birth Characteristic,Number of Births 
2021,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,Unknown Birthweight,0
2021,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1
2021,Medically Indigent Child & Minor Consent,Very Preterm Status,Gestation >=32 Weeks,37
2021,Medically Indigent Child & Minor Consent,Very Preterm Status,Unknown Gestation,3
2021,Medically Indigent Child & Minor Consent,Very Preterm Status,Very Preterm Delivery (<32 Weeks),0
2021,Other,Birthweight Range,Low Birthweight,407
2021,Other,Birthweight Range,Normal Birthweight,4252
2021,Other,Birthweight Range,Unknown Birthweight,1
2021,Other,Length of Gestation,Normal Gestation (>=37 Weeks),3913
2021,Other,Length of Gestation,Preterm Delivery (<37 Weeks),556
2021,Other,Length of Gestation,Unknown Gestation,191
2021,Other,Method of Delivery,Cesarean-Primary,655
2021,Other,Method of Delivery,Cesarean-Repeat,84
2021,Other,Method of Delivery,Vaginal,3905
2021,Other,Method of Delivery,Vaginal After Previous Cesarean,16
2021,Other,Prenatal Care Initiation,First Trimester Initiation,3265
2021,Other,Prenatal Care Initiation,No Prenatal Care,105
2021,Other,Prenatal Care Initiation,Second Trimester Initiation,852
2021,Other,Prenatal Care Initiation,Third Trimester Initiation,274
2021,Other,Prenatal Care Initiation,Unknown Prenatal Care,164
2021,Other,Pre-Pregnancy Weight,Normal Weight,2170
2021,Other,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1990
2021,Other,Pre-Pregnancy Weight,Underweight,297
2021,Other,Pre-Pregnancy Weight,Unknown Weight,203
2021,Other,Smoking Status,Maternal Non-Smoker,4615
2021,Other,Smoking Status,Maternal Smoker,38
2021,Other,Smoking Status,Unknown Smoking Status,7
2021,Other,Very Low Birthweight Status,"Birthweight >=1,500g",4595
2021,Other,Very Low Birthweight Status,Unknown Birthweight,1
2021,Other,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",64
2021,Other,Very Preterm Status,Gestation >=32 Weeks,4381
2021,Other,Very Preterm Status,Unknown Gestation,191
2021,Other,Very Preterm Status,Very Preterm Delivery (<32 Weeks),88
2021,Pregnancy Pathway (Not Undocumented),Birthweight Range,Low Birthweight,1388
2021,Pregnancy Pathway (Not Undocumented),Birthweight Range,Normal Birthweight,18801
2021,Pregnancy Pathway (Not Undocumented),Birthweight Range,Unknown Birthweight,7
2021,Pregnancy Pathway (Not Undocumented),Length of Gestation,Normal Gestation (>=37 Weeks),17540
2021,Pregnancy Pathway (Not Undocumented),Length of Gestation,Preterm Delivery (<37 Weeks),1976
2021,Pregnancy Pathway (Not Undocumented),Length of Gestation,Unknown Gestation,680
2021,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Primary,3837
2021,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Repeat,2478
2021,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal,13572
2021,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal After Previous Cesarean,309
2021,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,First Trimester Initiation,16606
2021,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,No Prenatal Care,90
2021,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Second Trimester Initiation,2570
2021,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Third Trimester Initiation,510
2021,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Unknown Prenatal Care,420
2021,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Normal Weight,6517
2021,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,12735
2021,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Underweight,472
2021,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Unknown Weight,472
2021,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Non-Smoker,19936
2021,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Smoker,214
2021,Pregnancy Pathway (Not Undocumented),Smoking Status,Unknown Smoking Status,46
2021,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Birthweight >=1,500g",19968
2021,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,Unknown Birthweight,7
2021,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",221
2021,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Gestation >=32 Weeks,19257
2021,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Unknown Gestation,680
2021,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Very Preterm Delivery (<32 Weeks),259
2021,Undocumented,Birthweight Range,Low Birthweight,1300
2021,Undocumented,Birthweight Range,Normal Birthweight,17596
2021,Undocumented,Birthweight Range,Unknown Birthweight,4
2021,Undocumented,Length of Gestation,Normal Gestation (>=37 Weeks),16146
2021,Undocumented,Length of Gestation,Preterm Delivery (<37 Weeks),2281
2021,Undocumented,Length of Gestation,Unknown Gestation,473
2021,Undocumented,Method of Delivery,Cesarean-Primary,2449
2021,Undocumented,Method of Delivery,Cesarean-Repeat,4188
2021,Undocumented,Method of Delivery,Vaginal,11615
2021,Undocumented,Method of Delivery,Vaginal After Previous Cesarean,648
2021,Undocumented,Prenatal Care Initiation,First Trimester Initiation,15469
2021,Undocumented,Prenatal Care Initiation,No Prenatal Care,104
2021,Undocumented,Prenatal Care Initiation,Second Trimester Initiation,2402
2021,Undocumented,Prenatal Care Initiation,Third Trimester Initiation,503
2021,Undocumented,Prenatal Care Initiation,Unknown Prenatal Care,422
2021,Undocumented,Pre-Pregnancy Weight,Normal Weight,5114
2021,Undocumented,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,12918
2021,Undocumented,Pre-Pregnancy Weight,Underweight,228
2021,Undocumented,Pre-Pregnancy Weight,Unknown Weight,640
2021,Undocumented,Smoking Status,Maternal Non-Smoker,18838
2021,Undocumented,Smoking Status,Maternal Smoker,42
2021,Undocumented,Smoking Status,Unknown Smoking Status,20
2021,Undocumented,Very Low Birthweight Status,"Birthweight >=1,500g",18692
2021,Undocumented,Very Low Birthweight Status,Unknown Birthweight,4
2021,Undocumented,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",204
2021,Undocumented,Very Preterm Status,Gestation >=32 Weeks,18114
2021,Undocumented,Very Preterm Status,Unknown Gestation,473
2021,Undocumented,Very Preterm Status,Very Preterm Delivery (<32 Weeks),313
2022,ACA Expansion Adult Age 19 to 64,Birthweight Range,Low Birthweight,2055
2022,ACA Expansion Adult Age 19 to 64,Birthweight Range,Normal Birthweight,22915
2022,ACA Expansion Adult Age 19 to 64,Birthweight Range,Unknown Birthweight,5
2022,ACA Expansion Adult Age 19 to 64,Length of Gestation,Normal Gestation (>=37 Weeks),21243
2022,ACA Expansion Adult Age 19 to 64,Length of Gestation,Preterm Delivery (<37 Weeks),2664
2022,ACA Expansion Adult Age 19 to 64,Length of Gestation,Unknown Gestation,1068
2022,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Primary,4907
2022,ACA Expansion Adult Age 19 to 64,Method of Delivery,Cesarean-Repeat,2395
2022,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal,17335
2022,ACA Expansion Adult Age 19 to 64,Method of Delivery,Vaginal After Previous Cesarean,338
2022,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,First Trimester Initiation,20320
2022,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,No Prenatal Care,351
2022,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Second Trimester Initiation,2920
2022,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Third Trimester Initiation,684
2022,ACA Expansion Adult Age 19 to 64,Prenatal Care Initiation,Unknown Prenatal Care,700
2022,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Normal Weight,8354
2022,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,15202
2022,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Underweight,653
2022,ACA Expansion Adult Age 19 to 64,Pre-Pregnancy Weight,Unknown Weight,766
2022,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Non-Smoker,24467
2022,ACA Expansion Adult Age 19 to 64,Smoking Status,Maternal Smoker,342
2022,ACA Expansion Adult Age 19 to 64,Smoking Status,Unknown Smoking Status,166
2022,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Birthweight >=1,500g",24597
2022,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,Unknown Birthweight,5
2022,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",373
2022,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Gestation >=32 Weeks,23474
2022,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Unknown Gestation,1068
2022,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Very Preterm Delivery (<32 Weeks),433
2022,Adoption/Foster Care,Birthweight Range,Low Birthweight,101
2022,Adoption/Foster Care,Birthweight Range,Normal Birthweight,913
2022,Adoption/Foster Care,Birthweight Range,Unknown Birthweight,0
2022,Adoption/Foster Care,Length of Gestation,Normal Gestation (>=37 Weeks),825
2022,Adoption/Foster Care,Length of Gestation,Preterm Delivery (<37 Weeks),122
2022,Adoption/Foster Care,Length of Gestation,Unknown Gestation,67
2022,Adoption/Foster Care,Method of Delivery,Cesarean-Primary,182
2022,Adoption/Foster Care,Method of Delivery,Cesarean-Repeat,75
2022,Adoption/Foster Care,Method of Delivery,Vaginal,748
2022,Adoption/Foster Care,Method of Delivery,Vaginal After Previous Cesarean,9
2022,Adoption/Foster Care,Prenatal Care Initiation,First Trimester Initiation,720
2022,Adoption/Foster Care,Prenatal Care Initiation,No Prenatal Care,30
2022,Adoption/Foster Care,Prenatal Care Initiation,Second Trimester Initiation,176
2022,Adoption/Foster Care,Prenatal Care Initiation,Third Trimester Initiation,38
2022,Adoption/Foster Care,Prenatal Care Initiation,Unknown Prenatal Care,50
2022,Adoption/Foster Care,Pre-Pregnancy Weight,Normal Weight,393
2022,Adoption/Foster Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,532
2022,Adoption/Foster Care,Pre-Pregnancy Weight,Underweight,45
2022,Adoption/Foster Care,Pre-Pregnancy Weight,Unknown Weight,44
2022,Adoption/Foster Care,Smoking Status,Maternal Non-Smoker,973
2022,Adoption/Foster Care,Smoking Status,Maternal Smoker,30
2022,Adoption/Foster Care,Smoking Status,Unknown Smoking Status,11
2022,Adoption/Foster Care,Very Low Birthweight Status,"Birthweight >=1,500g",996
2022,Adoption/Foster Care,Very Low Birthweight Status,Unknown Birthweight,0
2022,Adoption/Foster Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",18
2022,Adoption/Foster Care,Very Preterm Status,Gestation >=32 Weeks,927
2022,Adoption/Foster Care,Very Preterm Status,Unknown Gestation,67
2022,Adoption/Foster Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),20
2022,Blind/Disabled,Birthweight Range,Low Birthweight,235
2022,Blind/Disabled,Birthweight Range,Normal Birthweight,1226
2022,Blind/Disabled,Birthweight Range,Unknown Birthweight,0
2022,Blind/Disabled,Length of Gestation,Normal Gestation (>=37 Weeks),1080
2022,Blind/Disabled,Length of Gestation,Preterm Delivery (<37 Weeks),272
2022,Blind/Disabled,Length of Gestation,Unknown Gestation,109
2022,Blind/Disabled,Method of Delivery,Cesarean-Primary,321
2022,Blind/Disabled,Method of Delivery,Cesarean-Repeat,327
2022,Blind/Disabled,Method of Delivery,Vaginal,783
2022,Blind/Disabled,Method of Delivery,Vaginal After Previous Cesarean,30
2022,Blind/Disabled,Prenatal Care Initiation,First Trimester Initiation,1075
2022,Blind/Disabled,Prenatal Care Initiation,No Prenatal Care,38
2022,Blind/Disabled,Prenatal Care Initiation,Second Trimester Initiation,235
2022,Blind/Disabled,Prenatal Care Initiation,Third Trimester Initiation,38
2022,Blind/Disabled,Prenatal Care Initiation,Unknown Prenatal Care,75
2022,Blind/Disabled,Pre-Pregnancy Weight,Normal Weight,398
2022,Blind/Disabled,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,915
2022,Blind/Disabled,Pre-Pregnancy Weight,Underweight,49
2022,Blind/Disabled,Pre-Pregnancy Weight,Unknown Weight,99
2022,Blind/Disabled,Smoking Status,Maternal Non-Smoker,1360
2022,Blind/Disabled,Smoking Status,Maternal Smoker,74
2022,Blind/Disabled,Smoking Status,Unknown Smoking Status,27
2022,Blind/Disabled,Very Low Birthweight Status,"Birthweight >=1,500g",1418
2022,Blind/Disabled,Very Low Birthweight Status,Unknown Birthweight,0
2022,Blind/Disabled,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",43
2022,Blind/Disabled,Very Preterm Status,Gestation >=32 Weeks,1300
2022,Blind/Disabled,Very Preterm Status,Unknown Gestation,109
2022,Blind/Disabled,Very Preterm Status,Very Preterm Delivery (<32 Weeks),52
2022,Families,Birthweight Range,Low Birthweight,8784
2022,Families,Birthweight Range,Normal Birthweight,105622
2022,Families,Birthweight Range,Unknown Birthweight,16
2022,Families,Length of Gestation,Normal Gestation (>=37 Weeks),96014
2022,Families,Length of Gestation,Preterm Delivery (<37 Weeks),12864
2022,Families,Length of Gestation,Unknown Gestation,5544
2022,Families,Method of Delivery,Cesarean-Primary,15247
2022,Families,Method of Delivery,Cesarean-Repeat,20098
2022,Families,Method of Delivery,Vaginal,76311
2022,Families,Method of Delivery,Vaginal After Previous Cesarean,2766
2022,Families,Prenatal Care Initiation,First Trimester Initiation,90335
2022,Families,Prenatal Care Initiation,No Prenatal Care,1347
2022,Families,Prenatal Care Initiation,Second Trimester Initiation,15446
2022,Families,Prenatal Care Initiation,Third Trimester Initiation,3477
2022,Families,Prenatal Care Initiation,Unknown Prenatal Care,3817
2022,Families,Pre-Pregnancy Weight,Normal Weight,32886
2022,Families,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,74682
2022,Families,Pre-Pregnancy Weight,Underweight,2680
2022,Families,Pre-Pregnancy Weight,Unknown Weight,4174
2022,Families,Smoking Status,Maternal Non-Smoker,111789
2022,Families,Smoking Status,Maternal Smoker,1965
2022,Families,Smoking Status,Unknown Smoking Status,668
2022,Families,Very Low Birthweight Status,"Birthweight >=1,500g",113075
2022,Families,Very Low Birthweight Status,Unknown Birthweight,16
2022,Families,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1331
2022,Families,Very Preterm Status,Gestation >=32 Weeks,107117
2022,Families,Very Preterm Status,Unknown Gestation,5544
2022,Families,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1761
2022,Medically Indigent Child & Minor Consent,Birthweight Range,Low Birthweight,4
2022,Medically Indigent Child & Minor Consent,Birthweight Range,Normal Birthweight,41
2022,Medically Indigent Child & Minor Consent,Birthweight Range,Unknown Birthweight,0
2022,Medically Indigent Child & Minor Consent,Length of Gestation,Normal Gestation (>=37 Weeks),37
2022,Medically Indigent Child & Minor Consent,Length of Gestation,Preterm Delivery (<37 Weeks),4
2022,Medically Indigent Child & Minor Consent,Length of Gestation,Unknown Gestation,4
2022,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Primary,7
2022,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Repeat,0
2022,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal,38
2022,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal After Previous Cesarean,0
2022,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,First Trimester Initiation,24
2022,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,No Prenatal Care,1
2022,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Second Trimester Initiation,14
2022,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Third Trimester Initiation,5
2022,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Unknown Prenatal Care,1
2022,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Normal Weight,23
2022,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,16
2022,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Underweight,3
2022,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Unknown Weight,3
2022,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Non-Smoker,45
2022,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Smoker,0
2022,Medically Indigent Child & Minor Consent,Smoking Status,Unknown Smoking Status,0
2022,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Birthweight >=1,500g",44
2022,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,Unknown Birthweight,0
2022,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1
2022,Medically Indigent Child & Minor Consent,Very Preterm Status,Gestation >=32 Weeks,41
2022,Medically Indigent Child & Minor Consent,Very Preterm Status,Unknown Gestation,4
2022,Medically Indigent Child & Minor Consent,Very Preterm Status,Very Preterm Delivery (<32 Weeks),0
2022,Other,Birthweight Range,Low Birthweight,370
2022,Other,Birthweight Range,Normal Birthweight,4548
