Calendar Year,Grouper,Birth Characteristic,Geographic Region, Number of Births , Annotation Code , Annotation Description 
2021,Maternal Race/Ethnicity,White,Far North,828,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Invalid Code,1,,
2021,Aid Category,Blind and Persons with Disabilities,Invalid Code,0,,
2021,Aid Category,Families,Invalid Code,1,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,0,,
2021,Aid Category,Other,Invalid Code,0,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,0,,
2021,Aid Category,Undocumented,Invalid Code,0,,
2021,Maternal Age Group,Ages 17 and Younger,Invalid Code,0,,
2021,Maternal Age Group,Ages 18-19,Invalid Code,2,,
2021,Maternal Age Group,Ages 20-24,Invalid Code,0,,
2021,Maternal Age Group,Ages 25-29,Invalid Code,0,,
2021,Maternal Age Group,Ages 30-34,Invalid Code,0,,
2021,Maternal Age Group,Ages 35 and Older,Invalid Code,0,,
2021,Maternal Race/Ethnicity,African-American,Invalid Code,1,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Invalid Code,0,,
2021,Maternal Race/Ethnicity,Asian,Invalid Code,0,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,0,,
2021,Maternal Race/Ethnicity,Hispanic,Invalid Code,0,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,1,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,0,,
2021,Maternal Race/Ethnicity,White,Invalid Code,0,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Los Angeles,6824,,
2021,Aid Category,Blind and Persons with Disabilities,Los Angeles,368,,
2021,Aid Category,Families,Los Angeles,24512,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,11,,
2021,Aid Category,Other,Los Angeles,1258,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,4650,,
2021,Aid Category,Undocumented,Los Angeles,6112,,
2021,Maternal Age Group,Ages 17 and Younger,Los Angeles,566,,
2021,Maternal Age Group,Ages 18-19,Los Angeles,1574,,
2021,Maternal Age Group,Ages 20-24,Los Angeles,8831,,
2021,Maternal Age Group,Ages 25-29,Los Angeles,13320,,
2021,Maternal Age Group,Ages 30-34,Los Angeles,11282,,
2021,Maternal Age Group,Ages 35 and Older,Los Angeles,8162,,
2021,Maternal Race/Ethnicity,African-American,Los Angeles,4171,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Los Angeles,56,,
2021,Maternal Race/Ethnicity,Asian,Los Angeles,2312,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Los Angeles,106,,
2021,Maternal Race/Ethnicity,Hispanic,Los Angeles,32202,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Los Angeles,575,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Los Angeles,572,,
2021,Maternal Race/Ethnicity,White,Los Angeles,3741,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,North Coast,203,,
2021,Aid Category,Blind and Persons with Disabilities,North Coast,25,,
2021,Aid Category,Families,North Coast,1179,,
2021,Aid Category,Medically Indigent Child & Minor Consent,North Coast,0,,
2021,Aid Category,Other,North Coast,69,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),North Coast,241,,
2021,Aid Category,Undocumented,North Coast,105,,
2021,Maternal Age Group,Ages 17 and Younger,North Coast,25,,
2021,Maternal Age Group,Ages 18-19,North Coast,83,,
2021,Maternal Age Group,Ages 20-24,North Coast,418,,
2021,Maternal Age Group,Ages 25-29,North Coast,536,,
2021,Maternal Age Group,Ages 30-34,North Coast,501,,
2021,Maternal Age Group,Ages 35 and Older,North Coast,259,,
2021,Maternal Race/Ethnicity,African-American,North Coast,,2,Cell suppressed for complementary cell
2021,Maternal Race/Ethnicity,African-American,North Coast,0,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,North Coast,138,,
2021,Maternal Race/Ethnicity,Asian,North Coast,48,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,,1,Cell suppressed for small numbers
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,0,,
2021,Maternal Race/Ethnicity,Hispanic,North Coast,641,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,39,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,89,,
2021,Maternal Race/Ethnicity,White,North Coast,847,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Sacramento Valley,1486,,
2021,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,,2,Cell suppressed for complementary cell
2021,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,0,,
2021,Aid Category,Families,Sacramento Valley,8106,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,,1,Cell suppressed for small numbers
2021,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,0,,
2021,Aid Category,Other,Sacramento Valley,370,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,1443,,
2021,Aid Category,Undocumented,Sacramento Valley,647,,
2021,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,121,,
2021,Maternal Age Group,Ages 18-19,Sacramento Valley,460,,
2021,Maternal Age Group,Ages 20-24,Sacramento Valley,2667,,
2021,Maternal Age Group,Ages 25-29,Sacramento Valley,3866,,
2021,Maternal Age Group,Ages 30-34,Sacramento Valley,3215,,
2021,Maternal Age Group,Ages 35 and Older,Sacramento Valley,1915,,
2021,Maternal Race/Ethnicity,African-American,Sacramento Valley,1157,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Sacramento Valley,86,,
2021,Maternal Race/Ethnicity,Asian,Sacramento Valley,1455,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sacramento Valley,147,,
2021,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,4602,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,356,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,608,,
2021,Maternal Race/Ethnicity,White,Sacramento Valley,3833,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Sierra Range/Foothills,374,,
2021,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2021,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,0,,
2021,Aid Category,Families,Sierra Range/Foothills,1543,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2021,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,0,,
2021,Aid Category,Other,Sierra Range/Foothills,75,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,385,,
2021,Aid Category,Undocumented,Sierra Range/Foothills,97,,
2021,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,12,,
2021,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,83,,
2021,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,529,,
2021,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,787,,
2021,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,681,,
2021,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,405,,
2021,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2021,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,0,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Sierra Range/Foothills,52,,
2021,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,90,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,0,,
2021,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,685,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,50,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,136,,
2021,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1435,,
2021,Aid Category,ACA Expansion Adult Age 19 to 64,Southern California,6835,,
2021,Aid Category,Blind and Persons with Disabilities,Southern California,,2,Cell suppressed for complementary cell
2021,Aid Category,Blind and Persons with Disabilities,Southern California,0,,
2021,Aid Category,Families,Southern California,32085,,
2021,Aid Category,Medically Indigent Child & Minor Consent,Southern California,,1,Cell suppressed for small numbers
2021,Aid Category,Medically Indigent Child & Minor Consent,Southern California,0,,
2021,Aid Category,Other,Southern California,1519,,
2021,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,6301,,
2021,Aid Category,Undocumented,Southern California,4111,,
2021,Maternal Age Group,Ages 17 and Younger,Southern California,572,,
2021,Maternal Age Group,Ages 18-19,Southern California,1881,,
2021,Maternal Age Group,Ages 20-24,Southern California,11338,,
2021,Maternal Age Group,Ages 25-29,Southern California,16197,,
2021,Maternal Age Group,Ages 30-34,Southern California,12907,,
2021,Maternal Age Group,Ages 35 and Older,Southern California,8331,,
2021,Maternal Race/Ethnicity,African-American,Southern California,2981,,
2021,Maternal Race/Ethnicity,American Indian/Alaska Native,Southern California,129,,
2021,Maternal Race/Ethnicity,Asian,Southern California,2369,,
2021,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,192,,
2021,Maternal Race/Ethnicity,Hispanic,Southern California,34652,,
2021,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,2991,,
2021,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1048,,
2021,Maternal Race/Ethnicity,White,Southern California,6864,,
2022,Aid Category,ACA Expansion Adult Age 19 to 64,Bay Area,2962,,
2022,Aid Category,Blind and Persons with Disabilities,Bay Area,,2,Cell suppressed for complementary cell
2022,Aid Category,Blind and Persons with Disabilities,Bay Area,0,,
2022,Aid Category,Families,Bay Area,12950,,
2022,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,,1,Cell suppressed for small numbers
2022,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,0,,
2022,Aid Category,Other,Bay Area,714,,
2022,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,2257,,
2022,Aid Category,Undocumented,Bay Area,2931,,
2022,Maternal Age Group,Ages 17 and Younger,Bay Area,233,,
2022,Maternal Age Group,Ages 18-19,Bay Area,744,,
2022,Maternal Age Group,Ages 20-24,Bay Area,4272,,
2022,Maternal Age Group,Ages 25-29,Bay Area,6149,,
2022,Maternal Age Group,Ages 30-34,Bay Area,5856,,
2022,Maternal Age Group,Ages 35 and Older,Bay Area,4758,,
2022,Maternal Race/Ethnicity,African-American,Bay Area,1927,,
2022,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,58,,
2022,Maternal Race/Ethnicity,Asian,Bay Area,2441,,
2022,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,222,,
2022,Maternal Race/Ethnicity,Hispanic,Bay Area,12882,,
2022,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,998,,
2022,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,613,,
2022,Maternal Race/Ethnicity,White,Bay Area,2871,,
2022,Aid Category,ACA Expansion Adult Age 19 to 64,Central Coast,1125,,
2022,Aid Category,Blind and Persons with Disabilities,Central Coast,,2,Cell suppressed for complementary cell
2022,Aid Category,Blind and Persons with Disabilities,Central Coast,0,,
2022,Aid Category,Families,Central Coast,6328,,
2022,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,,1,Cell suppressed for small numbers
2022,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,0,,
2022,Aid Category,Other,Central Coast,506,,
2022,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,1453,,
2022,Aid Category,Undocumented,Central Coast,2154,,
2022,Maternal Age Group,Ages 17 and Younger,Central Coast,201,,
2022,Maternal Age Group,Ages 18-19,Central Coast,512,,
2022,Maternal Age Group,Ages 20-24,Central Coast,2405,,
2022,Maternal Age Group,Ages 25-29,Central Coast,3347,,
2022,Maternal Age Group,Ages 30-34,Central Coast,3004,,
2022,Maternal Age Group,Ages 35 and Older,Central Coast,2132,,
2022,Maternal Race/Ethnicity,African-American,Central Coast,64,,
2022,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,24,,
2022,Maternal Race/Ethnicity,Asian,Central Coast,176,,
2022,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,14,,
2022,Maternal Race/Ethnicity,Hispanic,Central Coast,9816,,
2022,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,224,,
2022,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,136,,
2022,Maternal Race/Ethnicity,White,Central Coast,1147,,
2022,Aid Category,ACA Expansion Adult Age 19 to 64,Central Valley,4084,,
2022,Aid Category,Blind and Persons with Disabilities,Central Valley,,2,Cell suppressed for complementary cell
2022,Aid Category,Blind and Persons with Disabilities,Central Valley,0,,
2022,Aid Category,Families,Central Valley,24451,,
2022,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,,1,Cell suppressed for small numbers
2022,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,0,,
2022,Aid Category,Other,Central Valley,1276,,
2022,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,3478,,
2022,Aid Category,Undocumented,Central Valley,2047,,
2022,Maternal Age Group,Ages 17 and Younger,Central Valley,557,,
2022,Maternal Age Group,Ages 18-19,Central Valley,1678,,
2022,Maternal Age Group,Ages 20-24,Central Valley,8743,,
2022,Maternal Age Group,Ages 25-29,Central Valley,10878,,
2022,Maternal Age Group,Ages 30-34,Central Valley,8573,,
2022,Maternal Age Group,Ages 35 and Older,Central Valley,5231,,
2022,Maternal Race/Ethnicity,African-American,Central Valley,1430,,
2022,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Valley,165,,
2022,Maternal Race/Ethnicity,Asian,Central Valley,2362,,
2022,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,105,,
2022,Maternal Race/Ethnicity,Hispanic,Central Valley,24297,,
2022,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,757,,
2022,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,587,,
2022,Maternal Race/Ethnicity,White,Central Valley,5957,,
2022,Aid Category,ACA Expansion Adult Age 19 to 64,Far North,150,,
2022,Aid Category,Blind and Persons with Disabilities,Far North,27,,
2022,Aid Category,Families,Far North,795,,
2022,Aid Category,Medically Indigent Child & Minor Consent,Far North,0,,
2022,Aid Category,Other,Far North,36,,
2022,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,157,,
2022,Aid Category,Undocumented,Far North,17,,
2022,Maternal Age Group,Ages 17 and Younger,Far North,13,,
2022,Maternal Age Group,Ages 18-19,Far North,60,,
2022,Maternal Age Group,Ages 20-24,Far North,250,,
2022,Maternal Age Group,Ages 25-29,Far North,364,,
2022,Maternal Age Group,Ages 30-34,Far North,301,,
2022,Maternal Age Group,Ages 35 and Older,Far North,194,,
2022,Maternal Race/Ethnicity,African-American,Far North,,2,Cell suppressed for complementary cell
2022,Maternal Race/Ethnicity,African-American,Far North,0,,
2022,Maternal Race/Ethnicity,American Indian/Alaska Native,Far North,34,,
2022,Maternal Race/Ethnicity,Asian,Far North,55,,
2022,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,1,Cell suppressed for small numbers
2022,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,0,,
2022,Maternal Race/Ethnicity,Hispanic,Far North,195,,
2022,Maternal Race/Ethnicity,Other/Unknown Race,Far North,17,,
2022,Maternal Race/Ethnicity,Two or More Race Categories,Far North,69,,
2022,Maternal Race/Ethnicity,White,Far North,796,,
2022,Aid Category,Blind and Persons with Disabilities,Invalid Code,0,,
2022,Aid Category,Families,Invalid Code,2,,
2022,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,0,,
2022,Aid Category,Other,Invalid Code,0,,
2022,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,0,,
2022,Aid Category,Undocumented,Invalid Code,0,,
2022,Maternal Age Group,Ages 17 and Younger,Invalid Code,0,,
2022,Maternal Age Group,Ages 18-19,Invalid Code,0,,
2022,Maternal Age Group,Ages 20-24,Invalid Code,0,,
2022,Maternal Age Group,Ages 25-29,Invalid Code,0,,
2022,Maternal Age Group,Ages 30-34,Invalid Code,1,,
2022,Maternal Age Group,Ages 35 and Older,Invalid Code,1,,
2022,Maternal Race/Ethnicity,African-American,Invalid Code,1,,
2022,Maternal Race/Ethnicity,American Indian/Alaska Native,Invalid Code,0,,
2022,Maternal Race/Ethnicity,Asian,Invalid Code,0,,
2022,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,0,,
2022,Maternal Race/Ethnicity,Hispanic,Invalid Code,0,,
2022,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,0,,
2022,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,0,,
2022,Maternal Race/Ethnicity,White,Invalid Code,1,,
2022,Aid Category,ACA Expansion Adult Age 19 to 64,Los Angeles,6882,,
2022,Aid Category,Blind and Persons with Disabilities,Los Angeles,343,,
2022,Aid Category,Families,Los Angeles,25619,,
2022,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,11,,
2022,Aid Category,Other,Los Angeles,1234,,
2022,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,5634,,
2022,Aid Category,Undocumented,Los Angeles,4855,,
2022,Maternal Age Group,Ages 17 and Younger,Los Angeles,465,,
2022,Maternal Age Group,Ages 18-19,Los Angeles,1527,,
2022,Maternal Age Group,Ages 20-24,Los Angeles,8580,,
2022,Maternal Age Group,Ages 25-29,Los Angeles,13140,,
2022,Maternal Age Group,Ages 30-34,Los Angeles,12022,,
