Calendar Year,Payer,Very Preterm Status,Grouper,Birth Characteristic, Number of Births 
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1405
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,55
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,70
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,676
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,1819
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,2456
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,30
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,9
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,2163
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,44
2018,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,288
2019,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,25463
2019,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,178219
2019,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,963
2019,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,26499
2019,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,177183
2019,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,963
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,3060
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,9552
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,48876
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,63162
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,47332
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,32663
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,18023
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,73299
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,42867
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,58892
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,11564
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,75430
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,128831
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,384
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,13950
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,887
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,13583
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,915
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,133084
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,6179
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,4468
2019,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,31579
2019,Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,68876
2019,Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,60695
2019,Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,75050
2019,Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,24
2019,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,69024
2019,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,124942
2019,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,5770
2019,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,4909
2019,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,4996
2019,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,199649
2019,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,198495
2019,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,5102
2019,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,1048
2019,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,194663
2019,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,9019
2019,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,963
2019,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,423
2019,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,3875
2019,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,41
2019,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,554
2019,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,3744
2019,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,41
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,74
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,196
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1117
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1323
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,986
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,643
2019,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,256
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,1548
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,878
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1251
2019,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,406
2019,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1236
2019,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,3056
2019,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,47
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,312
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,38
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,244
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,32
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,2657
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,170
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,112
2019,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,774
2019,Medi-Cal,Unknown Gestation,Parity Status,First-Born,1385
2019,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1230
2019,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,1721
2019,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,3
2019,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1327
2019,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2265
2019,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,114
2019,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,633
2019,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,90
2019,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,4249
2019,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,3982
2019,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,226
2019,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,131
2019,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,3815
2019,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,483
2019,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,41
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,535
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,2849
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,27
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,961
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,2423
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,27
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,66
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,155
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,699
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,915
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,842
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,734
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,250
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,1190
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,758
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,951
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,262
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,1116
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,2282
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,13
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,423
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,16
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,181
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,18
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,2086
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,167
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,79
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,441
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,1210
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,930
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,1270
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,1
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,1057
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2100
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,108
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,146
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,597
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,2814
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,3233
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,145
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,33
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,3047
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,337
2019,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,27
2019,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,28286
2019,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,181135
2019,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,11949
2019,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,27819
2019,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,181602
2019,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,11949
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,547
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,1590
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,14836
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,47513
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,85216
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,71655
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,13
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,123368
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,27342
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,5127
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,50936
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,14597
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,74747
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,146207
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,416
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,6757
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,445
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,51439
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,688
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,62184
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,11979
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,5979
2019,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,81899
2019,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,102147
2019,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,77316
2019,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,41892
2019,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,15
2019,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,110490
2019,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,100026
2019,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,7847
2019,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,3007
2019,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,7390
2019,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,213980
2019,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,219262
2019,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,1330
2019,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,778
2019,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,207514
2019,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,1907
2019,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,11949
2019,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,458
2019,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,2889
2019,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,516
2019,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,452
2019,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,2895
2019,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,516
2019,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,17
2019,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,45
2019,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,370
2019,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,820
2019,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1276
2019,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,1333
2019,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,2
2019,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,1885
2019,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,559
2019,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,134
2019,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,972
2019,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,313
2019,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1182
2019,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,2654
2019,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,27
2019,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,147
2019,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,18
2019,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,650
2019,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,20
2019,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,1161
2019,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,218
2019,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,123
2019,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1526
2019,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,1718
2019,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1317
2019,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,825
2019,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,3
2019,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1577
2019,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1614
2019,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,112
2019,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,560
2019,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,143
2019,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,3720
2019,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,3668
2019,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,39
2019,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,156
2019,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,3273
2019,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,74
2019,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,516
2019,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,432
2019,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,2018
2019,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,317
2019,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,733
2019,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,1717
