Calendar Year,Payer,Very Low Birthweight Status,Grouper,Birth Characteristic, Number of Births 
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,2111
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2485
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,101
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,33
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2346
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,253
2019,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,20
2019,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,28819
2019,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,184317
2019,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,12514
2019,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,28228
2019,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,184908
2019,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,12514
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,573
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,1640
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,15247
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,48402
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,86612
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,73161
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,15
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,125396
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,27969
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,5295
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,52046
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,14944
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,76081
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,149126
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,443
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,6907
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,466
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,52132
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,705
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,63533
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,12225
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,6120
2019,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,83562
2019,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,104005
2019,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,78759
2019,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,42867
2019,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,19
2019,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,112275
2019,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,101829
2019,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,7966
2019,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,3580
2019,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,7555
2019,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,218095
2019,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,223342
2019,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,1373
2019,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,935
2019,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,211153
2019,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,1983
2019,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,12514
2019,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,2
2019,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,27
2019,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,16
2019,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,3
2019,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,26
2019,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,16
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,1
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,7
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,11
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,13
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,12
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,14
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,10
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,4
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,12
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,5
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,11
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,33
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,1
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,6
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,7
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,19
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2019,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,11
2019,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,24
2019,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,14
2019,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,7
2019,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2019,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,11
2019,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,30
2019,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2019,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,4
2019,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,13
2019,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,32
2019,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,44
2019,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2019,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,1
2019,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,29
2019,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2019,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,16
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,355
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,1698
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,252
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,773
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1280
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,252
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,10
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,24
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,152
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,458
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,773
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,888
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,1057
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,335
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,88
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,568
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,257
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,732
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1564
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,9
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,173
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,3
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,462
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,13
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,788
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,209
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,64
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,593
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,1140
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,700
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,465
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,0
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,841
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1344
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,68
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,52
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,633
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,1672
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2260
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,31
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,14
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,1998
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,55
2019,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,252
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,2293
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,7657
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,42449
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,57318
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,44779
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,30506
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,0
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,16594
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,66300
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,36201
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,53876
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,12031
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,64633
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,120061
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,308
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,12907
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,841
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,11208
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,781
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,119826
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,6180
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,4177
2020,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,29082
2020,Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,60462
2020,Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,54863
2020,Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,69652
2020,Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,25
2020,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,59044
2020,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,115683
2020,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,4683
2020,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,5592
2020,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,4478
2020,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,180524
2020,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,179795
2020,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,4507
2020,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,700
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,1
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,5
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,5
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,6
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,7
2020,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,4
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,10
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,2
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,3
2020,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,5
2020,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,9
2020,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,15
2020,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,1
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,1
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,17
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,2
2020,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,1
2020,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,11
2020,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,8
2020,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,5
2020,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2020,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,6
2020,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,13
2020,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2020,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,5
2020,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,4
2020,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,20
2020,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,21
2020,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2020,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,2
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,32
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,79
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,456
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,594
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,592
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,520
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,168
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,755
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,444
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,648
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,258
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,674
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1582
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,17
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,332
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,7
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,126
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,12
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,1323
2020,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,144
